Sequence_ID	KAN4049539.1	KAN4049538.1	KAN4049537.1	KAN4049536.1	KAN4028371.1	KAN4028370.1	KAN4028369.1	KAN4028368.1	KAN4028367.1	KAN4028366.1	KAN4028365.1	KAN4028364.1	KAN4020167.1	KAN4019825.1	KAN4019824.1	KAN3988656.1	KAN3988622.1	KAN3988621.1	KAN3988620.1	KAN3937019.1	KAN3909434.1	KAN3898344.1	KAN3815460.1	KAN3796834.1	KAN3796733.1	KAN3276177.1	KAN3244679.1	KAN3244455.1	KAN1728004.1	KAN1727817.1	XP_081252512.1	XP_081251926.1	XP_081251925.1	XP_081279448.1	XP_081279447.1	XP_081279446.1	XP_081279445.1	XP_081279444.1	XP_080421443.1	XP_080457172.1	XP_080489744.1	XP_080489380.1	XP_080478064.1	XP_080478071.1	XP_080478070.1	XP_080478069.1	XP_080478068.1	XP_080478067.1	XP_080478066.1	XP_080478065.1	XP_080478063.1	XP_080226139.1	XP_080226138.1	XP_080225761.1	XP_080225760.1	XP_080255093.1	XP_080255092.1	XP_080216133.1	XP_080215990.1	XP_080202477.1	XP_079403352.1	XP_079395065.1	XP_079184151.1	XP_079167338.1	XP_079167337.1	XP_079167336.1	XP_079167335.1	XP_079167334.1	XP_079054589.1	XP_079054588.1	XP_079054587.1	XP_079064106.1	XP_079064077.1	KAM9657203.1	KAM9656907.1	KAM9656906.1	KAM9629049.1	KAM9629048.1	KAM9629047.1	KAM9629046.1	KAM9629045.1	KAM9629044.1	KAM9549035.1	KAM9549034.1	KAM9549033.1	KAM9549032.1	KAM9549031.1	KAM9549030.1	KAM9549029.1	KAM9520985.1	KAM9520627.1	KAM9380728.1	KAM9368738.1	KAM9287290.1	KAM9284415.1	KAM9267304.1	KAM9267244.1	KAM9255269.1	KAM9255060.1	KAM9236084.1	KAM9215082.1	KAM9188857.1	KAM9174645.1	KAM9010565.1	KAM9010564.1	KAM9010563.1	KAM9010562.1	KAM9010561.1	KAM9010560.1	KAM9010559.1	KAM9010558.1	KAM9010557.1	KAM8988953.1	KAM8988543.1	KAM8806775.1	KAM8795385.1	KAM8795200.1	KAM7097051.1	KAM7097050.1	KAM7097049.1	KAM7082031.1	KAM7074423.1	KAM7048750.1	KAM7048749.1	KAM7048748.1	KAM7048747.1	KAM7048746.1	KAM7048745.1	KAM7048744.1	KAM7029977.1	KAM7029976.1	KAM7029824.1	KAM7017246.1	KAM6993681.1	KAM6993576.1	KAM6421179.1	KAM6421178.1	KAM6421177.1	KAM6399256.1	KAM6397452.1	KAM6397451.1	KAM6368541.1	KAM6348312.1	KAM6334097.1	KAM6334096.1	KAM6334095.1	KAM6334094.1	KAM6333948.1	KAM6332697.1	KAM6332696.1	KAM6312410.1	KAM6312155.1	KAM6307105.1	KAM6295428.1	KAM6295375.1	KAM6268683.1	KAM6268682.1	KAM6268681.1	KAM6260583.1	KAM6238621.1	KAM6234076.1	KAM6234075.1	KAM6234074.1	KAM6234073.1	KAM6234072.1	KAM6200806.1	KAM6189981.1	KAM6189741.1	KAM6131972.1	KAM6129456.1	KAM6114929.1	KAM6107986.1	KAM6107800.1	KAM6079057.1	KAM6079056.1	KAM6079055.1	KAM6071054.1	KAM6071053.1	KAM6042744.1	KAM6042490.1	KAM6042489.1	KAM6042488.1	KAM6042305.1	KAM6042101.1	KAM4897387.1	KAM4884552.1	KAM4884515.1	KAM4776468.1	KAM4756934.1	KAM4756933.1	KAM4756552.1	KAM4669087.1	KAM4669086.1	KAM4669085.1	KAM4645386.1	KAM4645123.1	XP_021390439.2	XP_021390438.2	XP_021390437.2	XP_077644499.1
KAM8795385.1	34.94	34.94	34.15	34.15	35.51	35.51	35.37	33.85	32.71	35.69	35.69	34.77	35.49	69.73	69.73	33.95	57.96	57.96	57.96	34.46	35.19	69.73	34.46	35.80	65.27	34.46	35.49	63.80	70.62	35.80	35.80	70.03	70.03	33.99	31.67	31.67	35.32	34.46	36.42	34.46	35.80	60.12	33.60	31.34	34.94	34.94	34.94	34.94	34.94	32.63	33.85	35.49	35.45	68.75	68.75	35.32	34.46	68.66	36.73	34.77	35.19	34.46	33.85	37.62	35.69	35.69	33.22	34.77	35.69	33.33	34.46	69.73	35.49	35.49	70.92	70.92	34.94	34.94	32.45	34.15	31.96	31.96	34.94	34.94	34.94	34.94	34.94	34.94	33.85	59.33	35.80	34.46	34.88	34.46	34.46	68.25	35.19	36.42	67.66	34.46	35.80	34.77	36.42	34.94	34.94	34.94	34.94	34.94	34.94	34.94	34.94	33.85	35.80	59.63	34.15	100.00	39.08	34.36	34.46	31.33	35.49	71.51	35.37	33.85	35.69	35.69	35.69	34.04	34.77	33.95	33.94	56.89	35.08	56.89	34.15	35.69	32.98	34.77	36.73	34.85	34.46	36.11	34.46	52.61	67.30	67.66	52.61	35.80	35.32	34.46	70.03	35.80	34.46	67.06	35.19	35.32	33.68	34.46	34.46	35.49	35.80	35.80	35.80	32.05	32.14	34.46	36.11	69.44	34.46	34.15	35.80	36.73	71.51	35.69	35.69	34.77	35.32	34.46	72.11	32.76	35.80	32.01	35.19	74.18	34.77	57.06	33.95	35.08	58.86	34.22	34.57	34.94	34.94	33.85	59.82	35.80	35.69	35.69	34.77	59.46
KAM8795200.1	54.30	54.30	52.74	52.74	55.43	55.43	55.21	53.33	51.61	54.98	54.98	53.31	77.21	35.89	35.89	73.79	36.39	36.39	35.95	53.03	75.78	35.58	52.74	76.92	37.04	53.89	75.78	36.20	36.20	76.64	77.49	35.58	35.15	53.76	50.34	50.34	54.98	53.31	80.63	53.60	75.78	37.19	54.75	50.89	55.33	55.33	55.33	55.33	55.33	52.35	53.60	76.07	76.07	34.55	34.55	54.98	52.71	36.00	77.21	52.74	79.20	53.03	73.01	56.52	55.33	55.33	52.65	53.60	54.98	52.35	53.03	37.42	76.92	78.06	36.20	36.20	54.64	54.64	50.00	53.03	47.95	47.95	54.98	54.98	54.98	54.98	54.98	54.98	53.31	35.94	75.78	53.31	73.50	52.45	53.03	35.58	76.07	77.49	34.66	53.60	76.64	53.31	80.63	54.98	54.98	54.98	54.98	54.98	54.98	54.98	54.98	53.31	75.78	35.94	52.74	39.08	100.00	52.08	53.31	45.03	77.49	35.58	55.60	53.70	55.33	55.33	55.33	53.02	53.60	73.22	73.22	34.04	53.60	33.73	74.43	54.98	52.35	53.31	76.64	55.60	53.60	76.64	53.31	29.80	35.58	34.85	29.41	76.07	54.64	53.03	37.73	76.07	53.31	35.67	74.07	54.64	52.35	53.03	53.31	76.64	76.92	76.92	76.92	61.22	58.10	53.31	78.06	35.28	53.31	53.31	76.92	74.64	37.42	54.64	54.64	53.03	55.67	53.89	36.50	67.37	76.92	57.80	78.92	38.04	53.60	35.35	73.22	53.89	33.53	21.52	73.50	54.64	54.64	53.03	37.50	75.50	54.98	54.98	53.31	36.25
KAM7097051.1	99.33	99.33	95.33	95.33	92.89	92.89	92.48	89.03	83.67	98.66	98.66	94.70	54.69	32.20	32.20	53.29	28.96	28.96	28.96	94.08	55.62	31.53	92.83	55.62	29.59	95.02	54.37	31.42	32.54	56.25	55.62	32.54	32.54	90.56	83.14	83.14	99.00	95.02	55.62	92.83	55.00	33.57	89.57	81.82	95.99	95.99	95.99	95.99	95.99	85.29	92.21	55.00	55.00	33.22	33.22	97.99	94.08	31.63	54.69	92.83	55.31	92.52	54.06	97.84	97.99	97.99	85.87	94.08	96.99	86.03	92.83	32.54	55.62	55.00	32.54	32.54	99.00	99.00	95.91	95.02	95.02	95.02	96.66	96.66	96.66	96.66	96.66	96.66	92.83	32.17	55.94	92.52	55.00	94.39	95.02	31.86	55.31	55.00	31.53	94.70	54.69	93.15	55.31	96.66	96.66	96.66	96.66	96.66	96.66	96.66	96.66	92.83	55.94	32.17	91.90	34.36	52.08	100.00	95.95	91.03	55.00	31.53	92.04	88.61	97.32	97.32	97.32	86.03	93.46	53.61	53.61	28.52	95.02	29.53	53.12	97.66	85.66	93.77	53.12	93.63	94.70	55.31	94.08	24.73	32.16	31.86	24.73	54.37	97.66	93.77	34.46	56.25	94.08	31.31	55.00	96.99	85.29	93.15	95.64	55.00	54.69	54.69	54.69	39.38	36.99	95.02	55.62	31.86	93.77	94.39	55.31	56.56	31.53	97.66	97.66	93.77	97.32	93.46	32.88	44.72	55.94	37.55	55.31	32.88	94.39	29.63	53.29	95.02	27.61	18.06	54.23	95.65	95.65	91.90	32.17	55.31	98.33	98.33	94.39	28.96
KAM7097050.1	99.33	99.33	99.15	99.15	98.07	98.07	97.69	94.46	89.47	98.66	98.66	98.31	54.52	32.83	32.83	53.26	29.91	29.91	29.91	97.75	55.37	32.52	96.90	55.93	29.97	98.87	54.24	31.21	32.83	55.93	55.37	33.13	33.13	95.88	88.81	88.81	99.00	98.59	55.37	96.90	54.52	33.75	94.70	87.46	95.99	95.99	95.99	95.99	95.99	90.20	95.77	54.52	54.52	33.43	33.43	97.99	98.03	31.71	54.24	96.62	55.08	96.34	53.95	97.84	97.99	97.99	91.29	98.03	96.99	91.50	96.90	34.04	56.21	54.80	33.13	33.13	99.00	99.00	92.17	98.87	90.46	90.46	96.66	96.66	96.66	96.66	96.66	96.66	96.34	32.50	55.65	96.62	54.80	98.31	98.87	32.52	55.37	54.80	32.52	98.31	54.52	97.18	55.08	96.66	96.66	96.66	96.66	96.66	96.66	96.66	96.66	96.34	55.65	32.50	95.77	34.46	53.31	95.95	100.00	83.82	55.08	32.22	97.69	94.46	97.32	97.32	97.32	91.50	97.46	53.54	53.54	30.12	98.87	30.42	53.11	97.66	91.18	97.75	53.11	98.25	98.31	55.08	98.03	26.54	33.66	32.83	26.54	54.24	97.66	97.75	34.85	56.21	98.03	32.02	54.80	96.99	90.85	97.18	99.44	54.80	54.52	54.52	54.52	41.15	38.93	98.87	55.65	32.83	97.75	98.31	55.37	56.78	32.22	97.66	97.66	97.75	97.32	97.46	33.13	45.92	55.65	39.43	55.08	32.83	98.31	30.82	53.26	98.59	29.31	18.06	54.11	95.65	95.65	95.21	31.87	55.08	98.33	98.33	98.03	29.61
KAM7097049.1	94.31	94.31	83.24	83.24	76.40	76.40	76.10	73.66	69.57	93.65	93.65	82.66	47.28	29.06	29.06	45.98	27.33	27.33	26.89	82.08	48.14	28.12	81.21	48.42	26.73	82.95	44.47	27.73	29.38	48.71	48.14	29.38	28.40	74.81	69.58	69.58	93.98	82.95	48.14	80.92	47.28	29.90	73.73	67.99	90.97	90.97	90.97	90.97	90.97	72.05	80.35	46.99	46.99	28.61	28.61	92.98	73.85	28.53	47.28	80.92	47.28	80.64	46.42	91.34	92.98	92.98	72.76	82.08	91.97	73.06	81.21	28.44	48.42	47.56	29.38	29.38	93.98	93.98	86.81	82.95	80.61	78.46	91.64	91.64	91.64	91.64	91.64	91.64	80.92	28.62	47.85	80.64	46.99	82.37	82.95	28.75	47.56	47.56	28.12	82.66	47.28	81.21	47.85	91.64	91.64	91.64	91.64	91.64	91.64	91.64	91.64	80.92	47.85	28.62	80.06	31.33	45.03	91.03	83.82	100.00	47.28	28.44	75.70	73.28	92.31	92.31	92.31	72.73	81.50	46.26	46.26	25.30	82.95	26.49	45.56	92.64	72.39	81.79	45.85	78.62	82.66	47.85	82.08	22.00	25.00	27.20	21.22	47.28	92.64	81.79	30.22	48.71	82.08	28.26	46.99	92.31	72.39	81.50	83.53	47.56	47.28	47.28	47.28	30.98	29.45	82.95	48.14	28.44	81.79	82.37	47.85	48.71	29.06	92.64	92.64	81.79	92.31	81.50	29.69	34.65	48.42	29.93	47.85	29.69	82.37	25.98	45.98	82.95	25.08	18.06	46.84	90.64	90.64	80.06	28.62	47.56	93.31	93.31	82.37	26.59
KAM7082031.1	57.38	57.38	54.52	54.52	54.65	54.65	54.44	52.59	50.00	57.72	57.72	54.80	95.25	32.62	32.62	87.96	34.24	34.24	33.83	55.65	93.85	32.62	55.08	92.74	33.13	55.65	92.74	32.52	32.32	95.53	93.85	31.71	31.33	53.76	50.34	50.34	58.05	55.08	91.34	55.37	90.50	33.23	53.99	50.00	57.72	57.72	57.72	57.72	57.72	52.46	54.80	93.58	93.58	33.73	33.73	57.72	54.19	33.33	92.18	54.80	91.06	55.08	85.75	58.26	58.05	58.05	52.75	55.08	58.05	52.79	54.80	33.84	92.46	93.85	32.93	32.93	57.38	57.38	52.57	54.52	50.43	50.43	57.38	57.38	57.38	57.38	57.38	57.38	54.52	31.97	91.62	55.37	88.83	54.52	54.52	32.32	94.97	93.58	31.71	55.08	93.85	55.08	91.34	57.38	57.38	57.38	57.38	57.38	57.38	57.38	57.38	54.52	91.62	32.60	55.93	35.49	77.49	55.00	55.08	47.28	100.00	31.71	54.44	52.59	57.72	57.72	57.72	52.79	54.80	88.52	88.52	31.94	54.80	32.84	85.75	58.39	52.46	55.37	88.27	55.28	54.52	94.97	55.08	26.95	34.13	32.53	26.60	92.46	57.72	54.80	34.04	94.41	54.80	33.03	90.50	57.72	52.79	54.80	55.08	94.13	94.41	94.41	94.41	69.20	65.37	55.08	95.25	32.01	55.08	55.65	96.09	90.22	32.93	58.05	58.05	55.08	59.06	55.93	32.93	76.27	95.81	65.96	94.13	33.84	54.80	34.13	87.68	54.52	32.04	20.80	88.24	56.71	56.71	53.95	33.23	90.78	57.38	57.38	54.52	33.53
KAM7074423.1	31.87	31.87	31.91	31.91	34.69	34.69	34.55	33.07	31.97	32.60	32.60	32.52	32.62	90.06	90.06	32.62	58.46	58.46	58.46	32.83	32.93	87.72	32.52	33.54	72.57	32.22	32.93	76.90	89.77	32.01	32.32	90.35	90.35	33.60	30.00	30.00	32.23	32.22	33.54	32.52	34.15	65.96	34.00	31.37	33.33	33.33	33.33	33.33	33.33	31.94	32.83	32.93	32.93	86.51	86.51	32.60	32.52	76.18	33.23	32.52	32.93	32.22	32.52	35.38	32.60	32.60	31.62	32.52	32.23	31.60	31.91	80.12	32.62	33.23	90.64	90.64	31.87	31.87	30.07	31.91	29.06	29.06	33.33	33.33	33.33	33.33	33.33	33.33	32.83	63.72	34.15	32.52	32.93	32.22	32.22	87.72	32.01	33.23	88.60	32.22	33.23	32.22	33.54	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	32.83	34.15	63.41	31.61	71.51	35.58	31.53	32.22	28.44	31.71	100.00	34.15	32.68	32.60	32.60	32.60	31.60	32.52	32.32	32.34	60.36	32.83	59.17	32.83	32.60	31.60	32.52	33.23	34.08	31.91	32.62	32.52	59.68	80.57	83.92	59.68	33.23	32.23	32.22	82.75	32.62	32.22	75.73	33.84	32.23	31.60	32.22	32.22	32.62	32.62	32.62	32.62	32.95	32.74	32.22	32.62	90.06	32.22	32.22	32.32	33.84	91.52	32.23	32.23	32.22	32.23	32.22	91.52	33.62	32.32	32.26	32.32	85.67	32.52	61.13	32.01	32.52	62.02	34.78	32.93	33.70	33.70	33.13	64.16	33.84	32.60	32.60	32.52	58.46
KAM7048750.1	97.55	97.55	98.08	98.08	98.46	98.46	98.08	98.08	98.08	98.04	98.04	98.08	54.44	34.55	34.55	53.67	33.47	33.47	33.47	97.31	54.05	34.96	96.92	55.21	33.20	97.69	54.44	34.96	35.37	54.44	54.83	35.37	35.37	97.31	97.31	97.31	97.06	97.31	55.60	95.77	53.67	35.83	95.77	95.77	95.59	95.59	95.59	95.59	95.59	95.77	95.77	54.05	54.05	35.77	35.77	96.57	97.31	34.02	53.67	95.77	55.60	95.77	54.05	98.04	98.04	98.04	98.46	98.46	96.57	96.92	96.92	36.59	55.98	54.83	34.96	34.96	97.55	97.55	88.19	98.08	86.45	86.45	95.59	95.59	95.59	95.59	95.59	95.59	95.77	35.42	55.21	95.77	54.83	97.31	97.69	34.96	54.83	54.44	34.96	96.54	55.21	96.15	55.21	95.59	95.59	95.59	95.59	95.59	95.59	95.59	95.59	95.77	55.21	35.42	94.62	35.37	55.60	92.04	97.69	75.70	54.44	34.15	100.00	99.62	99.51	99.51	99.51	99.62	99.62	53.28	53.28	34.96	98.46	33.74	53.67	96.08	96.92	96.92	53.28	98.08	98.08	54.05	97.31	31.86	34.15	34.96	31.86	54.44	97.06	97.69	38.21	55.60	96.92	34.96	55.21	94.61	95.77	95.77	97.69	54.44	53.67	53.67	53.67	45.06	45.06	97.69	54.83	35.37	96.92	97.31	54.44	56.76	34.55	96.08	96.08	96.92	96.57	97.31	34.55	45.49	54.44	45.49	54.44	34.15	98.46	34.29	53.28	98.46	33.06	17.02	53.67	94.61	94.61	94.62	34.17	54.44	97.55	97.55	97.69	32.65
KAM7048749.1	93.49	93.49	94.83	94.83	98.46	98.46	98.08	98.14	95.17	93.95	93.95	94.83	52.59	33.07	33.07	51.85	32.03	32.03	32.03	94.10	52.59	33.46	93.73	53.33	31.76	94.46	52.59	33.46	33.85	52.59	52.96	33.85	33.85	94.76	94.10	94.10	93.02	94.10	53.70	92.62	51.85	34.26	94.70	92.94	91.63	91.63	91.63	91.63	91.63	92.62	92.62	52.22	52.22	34.24	34.24	92.56	94.10	32.55	51.85	92.62	53.70	92.99	52.22	98.04	93.95	93.95	95.20	95.20	92.56	93.73	93.73	35.02	54.07	52.96	33.46	33.46	93.49	93.49	85.08	94.83	83.59	83.59	91.63	91.63	91.63	91.63	91.63	91.63	92.62	33.86	53.33	92.62	52.96	94.10	94.46	33.46	52.96	52.59	33.85	93.36	53.33	92.99	53.33	91.63	91.63	91.63	91.63	91.63	91.63	91.63	91.63	92.62	53.33	33.86	91.51	33.85	53.70	88.61	94.46	73.28	52.59	32.68	99.62	100.00	95.35	95.35	95.35	96.31	96.31	51.48	51.48	33.46	95.20	32.30	51.85	92.09	93.73	93.73	51.48	94.83	94.83	52.22	94.10	30.80	34.15	33.46	30.80	52.59	93.02	94.46	36.58	53.70	93.73	33.46	53.33	90.70	92.62	92.62	94.46	52.59	51.85	51.85	51.85	45.06	45.06	94.46	52.96	33.85	93.73	94.10	52.59	54.81	33.07	92.09	92.09	93.73	92.56	94.10	33.07	45.49	52.59	45.49	52.59	32.68	95.20	32.81	51.48	95.20	31.64	15.79	51.85	90.70	90.70	91.51	32.67	52.59	93.49	93.49	94.46	31.25
KAM7048748.1	96.66	96.66	96.66	96.66	98.52	98.52	98.04	93.95	87.77	97.99	97.99	97.99	57.38	33.33	33.33	55.89	30.55	30.55	30.55	97.32	57.72	32.60	95.65	57.72	30.15	96.32	57.38	32.48	33.33	58.39	57.72	33.70	33.70	93.84	85.36	85.36	96.66	96.66	58.39	94.31	57.38	33.71	93.75	85.28	94.65	94.65	94.65	94.65	94.65	88.00	94.65	56.71	56.71	34.43	34.43	95.65	95.65	32.35	57.05	94.98	57.72	94.31	56.38	97.84	97.99	97.99	89.37	97.99	95.32	89.20	95.32	33.70	58.39	57.05	33.70	33.70	96.32	96.32	96.32	96.32	96.32	96.32	95.32	95.32	95.32	95.32	95.32	95.32	95.32	32.58	58.05	94.65	57.05	95.65	96.66	33.33	57.38	57.72	32.23	95.99	57.38	94.98	58.05	95.32	95.32	95.32	95.32	95.32	95.32	95.32	95.32	95.32	58.05	32.20	93.98	35.69	55.33	97.32	97.32	92.31	57.72	32.60	99.51	95.35	100.00	100.00	100.00	92.00	100.00	55.56	55.56	30.07	97.66	30.43	55.37	95.65	87.60	95.65	55.03	97.38	96.66	58.05	95.99	25.69	34.23	32.97	25.69	57.72	95.65	95.65	35.40	58.72	95.32	32.00	57.38	94.31	87.20	94.31	96.99	57.05	57.38	57.38	57.38	41.67	38.84	96.32	57.72	32.97	95.32	96.66	57.38	58.39	32.60	95.65	95.65	95.65	94.65	94.65	33.70	48.02	58.05	39.46	58.05	33.70	96.99	30.18	55.22	97.66	29.09	18.06	56.23	94.31	94.31	94.31	31.82	57.38	96.99	96.99	96.99	30.55
KAM7048747.1	96.66	96.66	96.66	96.66	98.52	98.52	98.04	93.95	87.77	97.99	97.99	97.99	57.38	33.33	33.33	55.89	30.55	30.55	30.55	97.32	57.72	32.60	95.65	57.72	30.15	96.32	57.38	32.48	33.33	58.39	57.72	33.70	33.70	93.84	85.36	85.36	96.66	96.66	58.39	94.31	57.38	33.71	93.75	85.28	94.65	94.65	94.65	94.65	94.65	88.00	94.65	56.71	56.71	34.43	34.43	95.65	95.65	32.35	57.05	94.98	57.72	94.31	56.38	97.84	97.99	97.99	89.37	97.99	95.32	89.20	95.32	33.70	58.39	57.05	33.70	33.70	96.32	96.32	96.32	96.32	96.32	96.32	95.32	95.32	95.32	95.32	95.32	95.32	95.32	32.58	58.05	94.65	57.05	95.65	96.66	33.33	57.38	57.72	32.23	95.99	57.38	94.98	58.05	95.32	95.32	95.32	95.32	95.32	95.32	95.32	95.32	95.32	58.05	32.20	93.98	35.69	55.33	97.32	97.32	92.31	57.72	32.60	99.51	95.35	100.00	100.00	100.00	92.00	100.00	55.56	55.56	30.07	97.66	30.43	55.37	95.65	87.60	95.65	55.03	97.38	96.66	58.05	95.99	25.69	34.23	32.97	25.69	57.72	95.65	95.65	35.40	58.72	95.32	32.00	57.38	94.31	87.20	94.31	96.99	57.05	57.38	57.38	57.38	41.67	38.84	96.32	57.72	32.97	95.32	96.66	57.38	58.39	32.60	95.65	95.65	95.65	94.65	94.65	33.70	48.02	58.05	39.46	58.05	33.70	96.99	30.18	55.22	97.66	29.09	18.06	56.23	94.31	94.31	94.31	31.82	57.38	96.99	96.99	96.99	30.55
KAM7048746.1	96.66	96.66	96.66	96.66	98.52	98.52	98.04	93.95	87.77	97.99	97.99	97.99	57.38	33.33	33.33	55.89	30.55	30.55	30.55	97.32	57.72	32.60	95.65	57.72	30.15	96.32	57.38	32.48	33.33	58.39	57.72	33.70	33.70	93.84	85.36	85.36	96.66	96.66	58.39	94.31	57.38	33.71	93.75	85.28	94.65	94.65	94.65	94.65	94.65	88.00	94.65	56.71	56.71	34.43	34.43	95.65	95.65	32.35	57.05	94.98	57.72	94.31	56.38	97.84	97.99	97.99	89.37	97.99	95.32	89.20	95.32	33.70	58.39	57.05	33.70	33.70	96.32	96.32	96.32	96.32	96.32	96.32	95.32	95.32	95.32	95.32	95.32	95.32	95.32	32.58	58.05	94.65	57.05	95.65	96.66	33.33	57.38	57.72	32.23	95.99	57.38	94.98	58.05	95.32	95.32	95.32	95.32	95.32	95.32	95.32	95.32	95.32	58.05	32.20	93.98	35.69	55.33	97.32	97.32	92.31	57.72	32.60	99.51	95.35	100.00	100.00	100.00	92.00	100.00	55.56	55.56	30.07	97.66	30.43	55.37	95.65	87.60	95.65	55.03	97.38	96.66	58.05	95.99	25.69	34.23	32.97	25.69	57.72	95.65	95.65	35.40	58.72	95.32	32.00	57.38	94.31	87.20	94.31	96.99	57.05	57.38	57.38	57.38	41.67	38.84	96.32	57.72	32.97	95.32	96.66	57.38	58.39	32.60	95.65	95.65	95.65	94.65	94.65	33.70	48.02	58.05	39.46	58.05	33.70	96.99	30.18	55.22	97.66	29.09	18.06	56.23	94.31	94.31	94.31	31.82	57.38	96.99	96.99	96.99	30.55
KAM7048745.1	89.60	89.60	91.50	91.50	98.46	98.46	98.08	94.83	90.18	90.40	90.40	91.83	52.79	31.94	31.94	51.64	31.25	31.25	31.25	91.50	52.79	32.64	90.85	53.44	30.77	91.50	52.79	32.18	32.64	52.79	53.11	32.64	32.64	94.76	89.90	89.90	89.60	91.18	53.77	89.87	52.13	33.69	94.32	87.80	88.00	88.00	88.00	88.00	88.00	94.77	89.54	52.13	52.13	32.99	32.99	88.80	90.85	31.12	52.13	89.54	53.44	89.22	52.13	98.04	90.40	90.40	98.04	92.16	89.20	96.08	90.85	34.03	54.10	53.11	32.29	32.29	89.20	89.20	82.33	91.18	81.14	81.14	88.00	88.00	88.00	88.00	88.00	88.00	89.54	32.97	53.44	89.87	52.79	91.18	91.50	32.29	53.11	52.79	32.29	90.52	53.44	90.20	53.44	88.00	88.00	88.00	88.00	88.00	88.00	88.00	88.00	89.54	53.44	32.97	88.89	34.04	53.02	86.03	91.50	72.73	52.79	31.60	99.62	96.31	92.00	92.00	92.00	100.00	93.46	51.64	51.64	32.18	92.16	31.14	51.48	88.40	95.10	90.52	51.80	97.54	91.83	52.46	91.18	28.68	34.15	32.29	28.68	53.11	89.20	91.18	34.95	53.77	90.52	32.64	53.44	87.20	95.42	89.54	91.50	52.79	52.13	52.13	52.13	42.91	42.06	91.50	53.11	32.64	90.52	91.50	52.79	54.75	31.94	88.80	88.80	90.85	89.20	91.18	31.94	45.49	52.79	42.46	52.79	31.60	92.16	31.94	51.64	92.16	30.90	17.39	52.30	87.60	87.60	88.89	31.90	52.79	90.00	90.00	91.50	30.56
KAM7048744.1	96.66	96.66	97.18	97.18	98.46	98.46	98.08	94.83	89.82	97.99	97.99	98.03	54.24	33.13	33.13	52.97	30.21	30.21	30.21	97.46	54.52	32.83	96.06	55.08	29.97	96.90	54.24	31.82	32.83	55.08	54.52	33.43	33.43	94.76	87.80	87.80	96.66	96.90	55.08	95.21	54.24	33.44	94.32	87.46	94.65	94.65	94.65	94.65	94.65	89.54	94.93	53.67	53.67	33.74	33.74	95.65	96.34	31.40	53.67	95.49	54.80	94.93	53.39	97.84	97.99	97.99	91.29	98.31	95.32	90.85	95.77	34.65	55.93	53.95	33.43	33.43	96.32	96.32	89.76	96.90	88.44	88.44	95.32	95.32	95.32	95.32	95.32	95.32	95.49	32.50	55.37	95.49	53.95	96.34	97.18	33.13	54.52	54.52	32.52	96.34	54.24	95.77	54.80	95.32	95.32	95.32	95.32	95.32	95.32	95.32	95.32	95.49	55.37	32.19	94.65	34.77	53.60	93.46	97.46	81.50	54.80	32.52	99.62	96.31	100.00	100.00	100.00	93.46	100.00	52.69	52.69	30.42	98.03	30.12	52.54	95.65	89.87	96.34	52.54	97.54	96.90	54.80	96.62	27.18	34.15	33.13	27.18	54.52	95.65	96.34	34.85	55.65	96.06	32.02	54.52	94.31	89.54	95.21	97.46	53.95	54.24	54.24	54.24	40.77	38.57	96.90	54.80	33.13	96.06	97.18	54.52	55.93	32.52	95.65	95.65	96.34	94.65	95.49	33.13	45.49	54.80	39.07	54.80	32.83	97.46	30.21	52.41	97.75	29.61	18.06	53.26	94.31	94.31	94.37	31.56	54.80	96.99	96.99	97.18	29.91
KAM7029977.1	55.89	55.89	52.97	52.97	53.88	53.88	53.67	51.85	49.65	55.56	55.56	52.97	86.83	32.93	32.93	96.37	33.03	33.03	32.63	53.54	87.39	32.32	52.97	87.11	33.74	54.11	87.96	33.13	32.93	87.96	86.83	32.32	31.93	52.63	48.98	48.98	56.57	53.54	84.31	53.54	85.43	33.23	53.23	48.60	56.57	56.57	56.57	56.57	56.57	51.64	53.54	86.27	86.27	33.43	33.43	56.23	52.66	32.72	85.99	53.26	83.75	53.26	94.69	56.96	55.89	55.89	51.62	52.97	56.23	51.32	52.97	34.15	86.55	87.11	33.23	33.23	55.89	55.89	51.21	52.97	49.14	49.14	56.23	56.23	56.23	56.23	56.23	56.23	53.26	32.29	86.27	53.54	85.15	52.97	52.97	32.93	87.39	86.83	31.40	53.54	87.96	53.26	84.87	56.23	56.23	56.23	56.23	56.23	56.23	56.23	56.23	53.26	86.27	32.92	53.54	33.95	73.22	53.61	53.54	46.26	88.52	32.32	53.28	51.48	55.56	55.56	55.56	51.64	52.69	100.00	100.00	30.75	53.26	31.64	94.69	55.89	51.32	52.97	84.87	53.87	52.97	87.39	53.54	25.00	32.21	32.53	24.68	86.55	55.89	52.97	34.35	86.55	53.54	32.73	85.99	56.90	52.30	53.82	53.54	87.96	86.83	86.83	86.83	65.40	61.84	53.54	87.11	32.01	53.54	54.39	87.96	85.15	33.84	56.57	56.57	53.54	57.58	54.39	33.23	71.61	87.96	62.28	86.83	34.45	53.26	32.93	96.09	53.54	30.54	20.35	95.53	55.56	55.56	52.69	33.23	85.43	56.90	56.90	54.11	32.34
